node,seg,start,offset,process,wait,down,idle,workId,agvId
Source #11,1,249.800,249.800,0,0,0,0,,
Source #22,1,249.800,249.800,0,0,0,0,,
Source #12,1,249.800,249.800,0,0,0,0,,
Source #29,1,249.800,249.800,0,0,0,0,,
Source #43,1,249.800,249.800,0,0,0,0,,
Source #54,1,249.800,249.800,0,0,0,0,,
Source #1,1,249.800,249.800,0,0,0,0,,
Source #65,1,249.800,249.800,0,0,0,0,,
EquipmentNode #13,1,249.800,249.800,1.300,0,0,0,20,
EquipmentNode #13,2,251.100,251.100,0,18.100,0,0,20,
EquipmentNode #13,3,269.200,269.200,0,0,3.000,0,20,
EquipmentNode #13,4,272.200,272.200,0,0,0,0.100,20,
EquipmentNode #13,5,272.300,272.300,2.000,0,0,0,21,
EquipmentNode #13,6,274.300,274.300,0,18.100,0,0,21,
EquipmentNode #13,7,292.400,292.400,0,0,3.000,0,21,
EquipmentNode #13,8,295.400,295.400,0,0,0,0.100,21,
EquipmentNode #13,9,295.500,295.500,2.000,0,0,0,22,
EquipmentNode #13,10,297.500,297.500,0,18.100,0,0,22,
EquipmentNode #13,11,315.600,315.600,0,0,3.000,0,22,
EquipmentNode #13,12,318.600,318.600,0,0,0,0.100,22,
EquipmentNode #13,13,318.700,318.700,2.000,0,0,0,23,
EquipmentNode #13,14,320.700,320.700,0,18.100,0,0,23,
EquipmentNode #13,15,338.800,338.800,0,0,3.000,0,23,
EquipmentNode #13,16,341.800,341.800,0,0,0,0.100,23,
EquipmentNode #13,17,341.900,341.900,2.000,0,0,0,24,
EquipmentNode #13,18,343.900,343.900,0,18.100,0,0,24,
EquipmentNode #13,19,362.000,362.000,0,0,3.000,0,24,
EquipmentNode #13,20,365.000,365.000,0,0,0,0.100,24,
EquipmentNode #13,21,365.100,365.100,2.000,0,0,0,25,
EquipmentNode #13,22,367.100,367.100,0,18.100,0,0,25,
EquipmentNode #13,23,385.200,385.200,0,0,3.000,0,25,
EquipmentNode #13,24,388.200,388.200,0,0,0,0.100,25,
EquipmentNode #13,25,388.300,388.300,2.000,0,0,0,26,
EquipmentNode #13,26,390.300,390.300,0,18.100,0,0,26,
EquipmentNode #13,27,408.400,408.400,0,0,3.000,0,26,
EquipmentNode #13,28,411.400,411.400,0,0,0,0.100,26,
EquipmentNode #13,29,411.500,411.500,2.000,0,0,0,27,
EquipmentNode #13,30,413.500,413.500,0,18.100,0,0,27,
EquipmentNode #13,31,431.600,431.600,0,0,3.000,0,27,
EquipmentNode #13,32,434.600,434.600,0,0,0,0.100,27,
EquipmentNode #13,33,434.700,434.700,2.000,0,0,0,28,
EquipmentNode #13,34,436.700,436.700,0,18.100,0,0,28,
EquipmentNode #13,35,454.800,454.800,0,0,3.000,0,28,
EquipmentNode #13,36,457.800,457.800,0,0,0,0.100,28,
EquipmentNode #13,37,457.900,457.900,2.000,0,0,0,29,
EquipmentNode #13,38,459.900,459.900,0,18.100,0,0,29,
EquipmentNode #13,39,478.000,478.000,0,0,3.000,0,29,
EquipmentNode #13,40,481.000,481.000,0,0,0,0.100,29,
EquipmentNode #13,41,481.100,481.100,2.000,0,0,0,30,
EquipmentNode #13,42,483.100,483.100,0,18.100,0,0,30,
EquipmentNode #13,43,501.200,501.200,0,0,3.000,0,30,
EquipmentNode #13,44,504.200,504.200,0,0,0,0.100,30,
EquipmentNode #13,45,504.300,504.300,2.000,0,0,0,31,
EquipmentNode #13,46,506.300,506.300,0,18.100,0,0,31,
EquipmentNode #13,47,524.400,524.400,0,0,3.000,0,31,
EquipmentNode #13,48,527.400,527.400,0,0,0,0.100,31,
EquipmentNode #13,49,527.500,527.500,2.000,0,0,0,32,
EquipmentNode #13,50,529.500,529.500,0,18.100,0,0,32,
EquipmentNode #13,51,547.600,547.600,0,0,3.000,0,32,
EquipmentNode #13,52,550.600,550.600,0,0,0,0.100,32,
EquipmentNode #13,53,550.700,550.700,2.000,0,0,0,33,
EquipmentNode #13,54,552.700,552.700,0,18.100,0,0,33,
EquipmentNode #13,55,570.800,570.800,0,0,3.000,0,33,
EquipmentNode #13,56,573.800,573.800,0,0,0,0.100,33,
EquipmentNode #13,57,573.900,573.900,2.000,0,0,0,34,
EquipmentNode #13,58,575.900,575.900,0,18.100,0,0,34,
EquipmentNode #13,59,594.000,594.000,0,0,3.000,0,34,
EquipmentNode #13,60,597.000,597.000,0,0,0,0.100,34,
EquipmentNode #13,61,597.100,597.100,2.000,0,0,0,35,
EquipmentNode #13,62,599.100,599.100,0,18.100,0,0,35,
EquipmentNode #13,63,617.200,617.200,0,0,3.000,0,35,
EquipmentNode #13,64,620.200,620.200,0,0,0,0.100,35,
EquipmentNode #13,65,620.300,620.300,2.000,0,0,0,36,
EquipmentNode #13,66,622.300,622.300,0,18.100,0,0,36,
EquipmentNode #13,67,640.400,640.400,0,0,3.000,0,36,
EquipmentNode #13,68,643.400,643.400,0,0,0,0.100,36,
EquipmentNode #13,69,643.500,643.500,2.000,0,0,0,37,
EquipmentNode #13,70,645.500,645.500,0,18.100,0,0,37,
EquipmentNode #13,71,663.600,663.600,0,0,3.000,0,37,
EquipmentNode #13,72,666.600,666.600,0,0,0,0.100,37,
EquipmentNode #13,73,666.700,666.700,2.000,0,0,0,38,
EquipmentNode #13,74,668.700,668.700,0,18.100,0,0,38,
EquipmentNode #13,75,686.800,686.800,0,0,3.000,0,38,
EquipmentNode #13,76,689.800,689.800,0,0,0,0.100,38,
EquipmentNode #13,77,689.900,689.900,2.000,0,0,0,39,
EquipmentNode #13,78,691.900,691.900,0,18.100,0,0,39,
EquipmentNode #13,79,710.000,710.000,0,0,3.000,0,39,
EquipmentNode #13,80,713.000,713.000,0,0,0,0.100,39,
EquipmentNode #13,81,713.100,713.100,2.000,0,0,0,40,
EquipmentNode #13,82,715.100,715.100,0,18.100,0,0,40,
EquipmentNode #13,83,733.200,733.200,0,0,3.000,0,40,
EquipmentNode #13,84,736.200,736.200,0,0,0,0.100,40,
EquipmentNode #13,85,736.300,736.300,2.000,0,0,0,41,
EquipmentNode #13,86,738.300,738.300,0,18.100,0,0,41,
EquipmentNode #13,87,756.400,756.400,0,0,3.000,0,41,
EquipmentNode #13,88,759.400,759.400,0,0,0,0.100,41,
EquipmentNode #13,89,759.500,759.500,2.000,0,0,0,42,
EquipmentNode #13,90,761.500,761.500,0,18.100,0,0,42,
EquipmentNode #13,91,779.600,779.600,0,0,3.000,0,42,
EquipmentNode #13,92,782.600,782.600,0,0,0,0.100,42,
EquipmentNode #13,93,782.700,782.700,2.000,0,0,0,43,
EquipmentNode #13,94,784.700,784.700,0,18.100,0,0,43,
EquipmentNode #13,95,802.800,802.800,0,0,3.000,0,43,
EquipmentNode #13,96,805.800,805.800,0,0,0,0.100,43,
EquipmentNode #13,97,805.900,805.900,2.000,0,0,0,44,
EquipmentNode #13,98,807.900,807.900,0,18.100,0,0,44,
EquipmentNode #13,99,826.000,826.000,0,0,3.000,0,44,
EquipmentNode #13,100,829.000,829.000,0,0,0,0.100,44,
EquipmentNode #13,101,829.100,829.100,2.000,0,0,0,45,
EquipmentNode #13,102,831.100,831.100,0,18.100,0,0,45,
EquipmentNode #13,103,849.200,849.200,0,0,0.600,0,45,
EquipmentNode #25,1,249.800,249.800,0,0,1.300,0,19,
EquipmentNode #25,2,251.100,251.100,0,0,0,0.100,19,
EquipmentNode #25,3,251.200,251.200,2.000,0,0,0,20,
EquipmentNode #25,4,253.200,253.200,0,18.100,0,0,20,
EquipmentNode #25,5,271.300,271.300,0,0,3.000,0,20,
EquipmentNode #25,6,274.300,274.300,0,0,0,0.100,20,
EquipmentNode #25,7,274.400,274.400,2.000,0,0,0,21,
EquipmentNode #25,8,276.400,276.400,0,18.100,0,0,21,
EquipmentNode #25,9,294.500,294.500,0,0,3.000,0,21,
EquipmentNode #25,10,297.500,297.500,0,0,0,0.100,21,
EquipmentNode #25,11,297.600,297.600,2.000,0,0,0,22,
EquipmentNode #25,12,299.600,299.600,0,18.100,0,0,22,
EquipmentNode #25,13,317.700,317.700,0,0,3.000,0,22,
EquipmentNode #25,14,320.700,320.700,0,0,0,0.100,22,
EquipmentNode #25,15,320.800,320.800,2.000,0,0,0,23,
EquipmentNode #25,16,322.800,322.800,0,18.100,0,0,23,
EquipmentNode #25,17,340.900,340.900,0,0,3.000,0,23,
EquipmentNode #25,18,343.900,343.900,0,0,0,0.100,23,
EquipmentNode #25,19,344.000,344.000,2.000,0,0,0,24,
EquipmentNode #25,20,346.000,346.000,0,18.100,0,0,24,
EquipmentNode #25,21,364.100,364.100,0,0,3.000,0,24,
EquipmentNode #25,22,367.100,367.100,0,0,0,0.100,24,
EquipmentNode #25,23,367.200,367.200,2.000,0,0,0,25,
EquipmentNode #25,24,369.200,369.200,0,18.100,0,0,25,
EquipmentNode #25,25,387.300,387.300,0,0,3.000,0,25,
EquipmentNode #25,26,390.300,390.300,0,0,0,0.100,25,
EquipmentNode #25,27,390.400,390.400,2.000,0,0,0,26,
EquipmentNode #25,28,392.400,392.400,0,18.100,0,0,26,
EquipmentNode #25,29,410.500,410.500,0,0,3.000,0,26,
EquipmentNode #25,30,413.500,413.500,0,0,0,0.100,26,
EquipmentNode #25,31,413.600,413.600,2.000,0,0,0,27,
EquipmentNode #25,32,415.600,415.600,0,18.100,0,0,27,
EquipmentNode #25,33,433.700,433.700,0,0,3.000,0,27,
EquipmentNode #25,34,436.700,436.700,0,0,0,0.100,27,
EquipmentNode #25,35,436.800,436.800,2.000,0,0,0,28,
EquipmentNode #25,36,438.800,438.800,0,18.100,0,0,28,
EquipmentNode #25,37,456.900,456.900,0,0,3.000,0,28,
EquipmentNode #25,38,459.900,459.900,0,0,0,0.100,28,
EquipmentNode #25,39,460.000,460.000,2.000,0,0,0,29,
EquipmentNode #25,40,462.000,462.000,0,18.100,0,0,29,
EquipmentNode #25,41,480.100,480.100,0,0,3.000,0,29,
EquipmentNode #25,42,483.100,483.100,0,0,0,0.100,29,
EquipmentNode #25,43,483.200,483.200,2.000,0,0,0,30,
EquipmentNode #25,44,485.200,485.200,0,18.100,0,0,30,
EquipmentNode #25,45,503.300,503.300,0,0,3.000,0,30,
EquipmentNode #25,46,506.300,506.300,0,0,0,0.100,30,
EquipmentNode #25,47,506.400,506.400,2.000,0,0,0,31,
EquipmentNode #25,48,508.400,508.400,0,18.100,0,0,31,
EquipmentNode #25,49,526.500,526.500,0,0,3.000,0,31,
EquipmentNode #25,50,529.500,529.500,0,0,0,0.100,31,
EquipmentNode #25,51,529.600,529.600,2.000,0,0,0,32,
EquipmentNode #25,52,531.600,531.600,0,18.100,0,0,32,
EquipmentNode #25,53,549.700,549.700,0,0,3.000,0,32,
EquipmentNode #25,54,552.700,552.700,0,0,0,0.100,32,
EquipmentNode #25,55,552.800,552.800,2.000,0,0,0,33,
EquipmentNode #25,56,554.800,554.800,0,18.100,0,0,33,
EquipmentNode #25,57,572.900,572.900,0,0,3.000,0,33,
EquipmentNode #25,58,575.900,575.900,0,0,0,0.100,33,
EquipmentNode #25,59,576.000,576.000,2.000,0,0,0,34,
EquipmentNode #25,60,578.000,578.000,0,18.100,0,0,34,
EquipmentNode #25,61,596.100,596.100,0,0,3.000,0,34,
EquipmentNode #25,62,599.100,599.100,0,0,0,0.100,34,
EquipmentNode #25,63,599.200,599.200,2.000,0,0,0,35,
EquipmentNode #25,64,601.200,601.200,0,18.100,0,0,35,
EquipmentNode #25,65,619.300,619.300,0,0,3.000,0,35,
EquipmentNode #25,66,622.300,622.300,0,0,0,0.100,35,
EquipmentNode #25,67,622.400,622.400,2.000,0,0,0,36,
EquipmentNode #25,68,624.400,624.400,0,18.100,0,0,36,
EquipmentNode #25,69,642.500,642.500,0,0,3.000,0,36,
EquipmentNode #25,70,645.500,645.500,0,0,0,0.100,36,
EquipmentNode #25,71,645.600,645.600,2.000,0,0,0,37,
EquipmentNode #25,72,647.600,647.600,0,18.100,0,0,37,
EquipmentNode #25,73,665.700,665.700,0,0,3.000,0,37,
EquipmentNode #25,74,668.700,668.700,0,0,0,0.100,37,
EquipmentNode #25,75,668.800,668.800,2.000,0,0,0,38,
EquipmentNode #25,76,670.800,670.800,0,18.100,0,0,38,
EquipmentNode #25,77,688.900,688.900,0,0,3.000,0,38,
EquipmentNode #25,78,691.900,691.900,0,0,0,0.100,38,
EquipmentNode #25,79,692.000,692.000,2.000,0,0,0,39,
EquipmentNode #25,80,694.000,694.000,0,18.100,0,0,39,
EquipmentNode #25,81,712.100,712.100,0,0,3.000,0,39,
EquipmentNode #25,82,715.100,715.100,0,0,0,0.100,39,
EquipmentNode #25,83,715.200,715.200,2.000,0,0,0,40,
EquipmentNode #25,84,717.200,717.200,0,18.100,0,0,40,
EquipmentNode #25,85,735.300,735.300,0,0,3.000,0,40,
EquipmentNode #25,86,738.300,738.300,0,0,0,0.100,40,
EquipmentNode #25,87,738.400,738.400,2.000,0,0,0,41,
EquipmentNode #25,88,740.400,740.400,0,18.100,0,0,41,
EquipmentNode #25,89,758.500,758.500,0,0,3.000,0,41,
EquipmentNode #25,90,761.500,761.500,0,0,0,0.100,41,
EquipmentNode #25,91,761.600,761.600,2.000,0,0,0,42,
EquipmentNode #25,92,763.600,763.600,0,18.100,0,0,42,
EquipmentNode #25,93,781.700,781.700,0,0,3.000,0,42,
EquipmentNode #25,94,784.700,784.700,0,0,0,0.100,42,
EquipmentNode #25,95,784.800,784.800,2.000,0,0,0,43,
EquipmentNode #25,96,786.800,786.800,0,18.100,0,0,43,
EquipmentNode #25,97,804.900,804.900,0,0,3.000,0,43,
EquipmentNode #25,98,807.900,807.900,0,0,0,0.100,43,
EquipmentNode #25,99,808.000,808.000,2.000,0,0,0,44,
EquipmentNode #25,100,810.000,810.000,0,18.100,0,0,44,
EquipmentNode #25,101,828.100,828.100,0,0,3.000,0,44,
EquipmentNode #25,102,831.100,831.100,0,0,0,0.100,44,
EquipmentNode #25,103,831.200,831.200,2.000,0,0,0,45,
EquipmentNode #25,104,833.200,833.200,0,16.600,0,0,45,
EquipmentNode #27,1,249.800,249.800,0,15.300,0,0,18,
EquipmentNode #27,2,265.100,265.100,0,0,3.000,0,18,
EquipmentNode #27,3,268.100,268.100,0,0,0,0.100,18,
EquipmentNode #27,4,268.200,268.200,2.000,0,0,0,19,
EquipmentNode #27,5,270.200,270.200,0,18.100,0,0,19,
EquipmentNode #27,6,288.300,288.300,0,0,3.000,0,19,
EquipmentNode #27,7,291.300,291.300,0,0,0,0.100,19,
EquipmentNode #27,8,291.400,291.400,2.000,0,0,0,20,
EquipmentNode #27,9,293.400,293.400,0,18.100,0,0,20,
EquipmentNode #27,10,311.500,311.500,0,0,3.000,0,20,
EquipmentNode #27,11,314.500,314.500,0,0,0,0.100,20,
EquipmentNode #27,12,314.600,314.600,2.000,0,0,0,21,
EquipmentNode #27,13,316.600,316.600,0,18.100,0,0,21,
EquipmentNode #27,14,334.700,334.700,0,0,3.000,0,21,
EquipmentNode #27,15,337.700,337.700,0,0,0,0.100,21,
EquipmentNode #27,16,337.800,337.800,2.000,0,0,0,22,
EquipmentNode #27,17,339.800,339.800,0,18.100,0,0,22,
EquipmentNode #27,18,357.900,357.900,0,0,3.000,0,22,
EquipmentNode #27,19,360.900,360.900,0,0,0,0.100,22,
EquipmentNode #27,20,361.000,361.000,2.000,0,0,0,23,
EquipmentNode #27,21,363.000,363.000,0,18.100,0,0,23,
EquipmentNode #27,22,381.100,381.100,0,0,3.000,0,23,
EquipmentNode #27,23,384.100,384.100,0,0,0,0.100,23,
EquipmentNode #27,24,384.200,384.200,2.000,0,0,0,24,
EquipmentNode #27,25,386.200,386.200,0,18.100,0,0,24,
EquipmentNode #27,26,404.300,404.300,0,0,3.000,0,24,
EquipmentNode #27,27,407.300,407.300,0,0,0,0.100,24,
EquipmentNode #27,28,407.400,407.400,2.000,0,0,0,25,
EquipmentNode #27,29,409.400,409.400,0,18.100,0,0,25,
EquipmentNode #27,30,427.500,427.500,0,0,3.000,0,25,
EquipmentNode #27,31,430.500,430.500,0,0,0,0.100,25,
EquipmentNode #27,32,430.600,430.600,2.000,0,0,0,26,
EquipmentNode #27,33,432.600,432.600,0,18.100,0,0,26,
EquipmentNode #27,34,450.700,450.700,0,0,3.000,0,26,
EquipmentNode #27,35,453.700,453.700,0,0,0,0.100,26,
EquipmentNode #27,36,453.800,453.800,2.000,0,0,0,27,
EquipmentNode #27,37,455.800,455.800,0,18.100,0,0,27,
EquipmentNode #27,38,473.900,473.900,0,0,3.000,0,27,
EquipmentNode #27,39,476.900,476.900,0,0,0,0.100,27,
EquipmentNode #27,40,477.000,477.000,2.000,0,0,0,28,
EquipmentNode #27,41,479.000,479.000,0,18.100,0,0,28,
EquipmentNode #27,42,497.100,497.100,0,0,3.000,0,28,
EquipmentNode #27,43,500.100,500.100,0,0,0,0.100,28,
EquipmentNode #27,44,500.200,500.200,2.000,0,0,0,29,
EquipmentNode #27,45,502.200,502.200,0,18.100,0,0,29,
EquipmentNode #27,46,520.300,520.300,0,0,3.000,0,29,
EquipmentNode #27,47,523.300,523.300,0,0,0,0.100,29,
EquipmentNode #27,48,523.400,523.400,2.000,0,0,0,30,
EquipmentNode #27,49,525.400,525.400,0,18.100,0,0,30,
EquipmentNode #27,50,543.500,543.500,0,0,3.000,0,30,
EquipmentNode #27,51,546.500,546.500,0,0,0,0.100,30,
EquipmentNode #27,52,546.600,546.600,2.000,0,0,0,31,
EquipmentNode #27,53,548.600,548.600,0,18.100,0,0,31,
EquipmentNode #27,54,566.700,566.700,0,0,3.000,0,31,
EquipmentNode #27,55,569.700,569.700,0,0,0,0.100,31,
EquipmentNode #27,56,569.800,569.800,2.000,0,0,0,32,
EquipmentNode #27,57,571.800,571.800,0,18.100,0,0,32,
EquipmentNode #27,58,589.900,589.900,0,0,3.000,0,32,
EquipmentNode #27,59,592.900,592.900,0,0,0,0.100,32,
EquipmentNode #27,60,593.000,593.000,2.000,0,0,0,33,
EquipmentNode #27,61,595.000,595.000,0,18.100,0,0,33,
EquipmentNode #27,62,613.100,613.100,0,0,3.000,0,33,
EquipmentNode #27,63,616.100,616.100,0,0,0,0.100,33,
EquipmentNode #27,64,616.200,616.200,2.000,0,0,0,34,
EquipmentNode #27,65,618.200,618.200,0,18.100,0,0,34,
EquipmentNode #27,66,636.300,636.300,0,0,3.000,0,34,
EquipmentNode #27,67,639.300,639.300,0,0,0,0.100,34,
EquipmentNode #27,68,639.400,639.400,2.000,0,0,0,35,
EquipmentNode #27,69,641.400,641.400,0,18.100,0,0,35,
EquipmentNode #27,70,659.500,659.500,0,0,3.000,0,35,
EquipmentNode #27,71,662.500,662.500,0,0,0,0.100,35,
EquipmentNode #27,72,662.600,662.600,2.000,0,0,0,36,
EquipmentNode #27,73,664.600,664.600,0,18.100,0,0,36,
EquipmentNode #27,74,682.700,682.700,0,0,3.000,0,36,
EquipmentNode #27,75,685.700,685.700,0,0,0,0.100,36,
EquipmentNode #27,76,685.800,685.800,2.000,0,0,0,37,
EquipmentNode #27,77,687.800,687.800,0,18.100,0,0,37,
EquipmentNode #27,78,705.900,705.900,0,0,3.000,0,37,
EquipmentNode #27,79,708.900,708.900,0,0,0,0.100,37,
EquipmentNode #27,80,709.000,709.000,2.000,0,0,0,38,
EquipmentNode #27,81,711.000,711.000,0,18.100,0,0,38,
EquipmentNode #27,82,729.100,729.100,0,0,3.000,0,38,
EquipmentNode #27,83,732.100,732.100,0,0,0,0.100,38,
EquipmentNode #27,84,732.200,732.200,2.000,0,0,0,39,
EquipmentNode #27,85,734.200,734.200,0,18.100,0,0,39,
EquipmentNode #27,86,752.300,752.300,0,0,3.000,0,39,
EquipmentNode #27,87,755.300,755.300,0,0,0,0.100,39,
EquipmentNode #27,88,755.400,755.400,2.000,0,0,0,40,
EquipmentNode #27,89,757.400,757.400,0,18.100,0,0,40,
EquipmentNode #27,90,775.500,775.500,0,0,3.000,0,40,
EquipmentNode #27,91,778.500,778.500,0,0,0,0.100,40,
EquipmentNode #27,92,778.600,778.600,2.000,0,0,0,41,
EquipmentNode #27,93,780.600,780.600,0,18.100,0,0,41,
EquipmentNode #27,94,798.700,798.700,0,0,3.000,0,41,
EquipmentNode #27,95,801.700,801.700,0,0,0,0.100,41,
EquipmentNode #27,96,801.800,801.800,2.000,0,0,0,42,
EquipmentNode #27,97,803.800,803.800,0,18.100,0,0,42,
EquipmentNode #27,98,821.900,821.900,0,0,3.000,0,42,
EquipmentNode #27,99,824.900,824.900,0,0,0,0.100,42,
EquipmentNode #27,100,825.000,825.000,2.000,0,0,0,43,
EquipmentNode #27,101,827.000,827.000,0,18.100,0,0,43,
EquipmentNode #27,102,845.100,845.100,0,0,3.000,0,43,
EquipmentNode #27,103,848.100,848.100,0,0,0,0.100,43,
EquipmentNode #27,104,848.200,848.200,1.600,0,0,0,44,
EquipmentNode #28,1,249.800,249.800,0,17.400,0,0,18,
EquipmentNode #28,2,267.200,267.200,0,0,3.000,0,18,
EquipmentNode #28,3,270.200,270.200,0,0,0,0.100,18,
EquipmentNode #28,4,270.300,270.300,2.000,0,0,0,19,
EquipmentNode #28,5,272.300,272.300,0,18.100,0,0,19,
EquipmentNode #28,6,290.400,290.400,0,0,3.000,0,19,
EquipmentNode #28,7,293.400,293.400,0,0,0,0.100,19,
EquipmentNode #28,8,293.500,293.500,2.000,0,0,0,20,
EquipmentNode #28,9,295.500,295.500,0,18.100,0,0,20,
EquipmentNode #28,10,313.600,313.600,0,0,3.000,0,20,
EquipmentNode #28,11,316.600,316.600,0,0,0,0.100,20,
EquipmentNode #28,12,316.700,316.700,2.000,0,0,0,21,
EquipmentNode #28,13,318.700,318.700,0,18.100,0,0,21,
EquipmentNode #28,14,336.800,336.800,0,0,3.000,0,21,
EquipmentNode #28,15,339.800,339.800,0,0,0,0.100,21,
EquipmentNode #28,16,339.900,339.900,2.000,0,0,0,22,
EquipmentNode #28,17,341.900,341.900,0,18.100,0,0,22,
EquipmentNode #28,18,360.000,360.000,0,0,3.000,0,22,
EquipmentNode #28,19,363.000,363.000,0,0,0,0.100,22,
EquipmentNode #28,20,363.100,363.100,2.000,0,0,0,23,
EquipmentNode #28,21,365.100,365.100,0,18.100,0,0,23,
EquipmentNode #28,22,383.200,383.200,0,0,3.000,0,23,
EquipmentNode #28,23,386.200,386.200,0,0,0,0.100,23,
EquipmentNode #28,24,386.300,386.300,2.000,0,0,0,24,
EquipmentNode #28,25,388.300,388.300,0,18.100,0,0,24,
EquipmentNode #28,26,406.400,406.400,0,0,3.000,0,24,
EquipmentNode #28,27,409.400,409.400,0,0,0,0.100,24,
EquipmentNode #28,28,409.500,409.500,2.000,0,0,0,25,
EquipmentNode #28,29,411.500,411.500,0,18.100,0,0,25,
EquipmentNode #28,30,429.600,429.600,0,0,3.000,0,25,
EquipmentNode #28,31,432.600,432.600,0,0,0,0.100,25,
EquipmentNode #28,32,432.700,432.700,2.000,0,0,0,26,
EquipmentNode #28,33,434.700,434.700,0,18.100,0,0,26,
EquipmentNode #28,34,452.800,452.800,0,0,3.000,0,26,
EquipmentNode #28,35,455.800,455.800,0,0,0,0.100,26,
EquipmentNode #28,36,455.900,455.900,2.000,0,0,0,27,
EquipmentNode #28,37,457.900,457.900,0,18.100,0,0,27,
EquipmentNode #28,38,476.000,476.000,0,0,3.000,0,27,
EquipmentNode #28,39,479.000,479.000,0,0,0,0.100,27,
EquipmentNode #28,40,479.100,479.100,2.000,0,0,0,28,
EquipmentNode #28,41,481.100,481.100,0,18.100,0,0,28,
EquipmentNode #28,42,499.200,499.200,0,0,3.000,0,28,
EquipmentNode #28,43,502.200,502.200,0,0,0,0.100,28,
EquipmentNode #28,44,502.300,502.300,2.000,0,0,0,29,
EquipmentNode #28,45,504.300,504.300,0,18.100,0,0,29,
EquipmentNode #28,46,522.400,522.400,0,0,3.000,0,29,
EquipmentNode #28,47,525.400,525.400,0,0,0,0.100,29,
EquipmentNode #28,48,525.500,525.500,2.000,0,0,0,30,
EquipmentNode #28,49,527.500,527.500,0,18.100,0,0,30,
EquipmentNode #28,50,545.600,545.600,0,0,3.000,0,30,
EquipmentNode #28,51,548.600,548.600,0,0,0,0.100,30,
EquipmentNode #28,52,548.700,548.700,2.000,0,0,0,31,
EquipmentNode #28,53,550.700,550.700,0,18.100,0,0,31,
EquipmentNode #28,54,568.800,568.800,0,0,3.000,0,31,
EquipmentNode #28,55,571.800,571.800,0,0,0,0.100,31,
EquipmentNode #28,56,571.900,571.900,2.000,0,0,0,32,
EquipmentNode #28,57,573.900,573.900,0,18.100,0,0,32,
EquipmentNode #28,58,592.000,592.000,0,0,3.000,0,32,
EquipmentNode #28,59,595.000,595.000,0,0,0,0.100,32,
EquipmentNode #28,60,595.100,595.100,2.000,0,0,0,33,
EquipmentNode #28,61,597.100,597.100,0,18.100,0,0,33,
EquipmentNode #28,62,615.200,615.200,0,0,3.000,0,33,
EquipmentNode #28,63,618.200,618.200,0,0,0,0.100,33,
EquipmentNode #28,64,618.300,618.300,2.000,0,0,0,34,
EquipmentNode #28,65,620.300,620.300,0,18.100,0,0,34,
EquipmentNode #28,66,638.400,638.400,0,0,3.000,0,34,
EquipmentNode #28,67,641.400,641.400,0,0,0,0.100,34,
EquipmentNode #28,68,641.500,641.500,2.000,0,0,0,35,
EquipmentNode #28,69,643.500,643.500,0,18.100,0,0,35,
EquipmentNode #28,70,661.600,661.600,0,0,3.000,0,35,
EquipmentNode #28,71,664.600,664.600,0,0,0,0.100,35,
EquipmentNode #28,72,664.700,664.700,2.000,0,0,0,36,
EquipmentNode #28,73,666.700,666.700,0,18.100,0,0,36,
EquipmentNode #28,74,684.800,684.800,0,0,3.000,0,36,
EquipmentNode #28,75,687.800,687.800,0,0,0,0.100,36,
EquipmentNode #28,76,687.900,687.900,2.000,0,0,0,37,
EquipmentNode #28,77,689.900,689.900,0,18.100,0,0,37,
EquipmentNode #28,78,708.000,708.000,0,0,3.000,0,37,
EquipmentNode #28,79,711.000,711.000,0,0,0,0.100,37,
EquipmentNode #28,80,711.100,711.100,2.000,0,0,0,38,
EquipmentNode #28,81,713.100,713.100,0,18.100,0,0,38,
EquipmentNode #28,82,731.200,731.200,0,0,3.000,0,38,
EquipmentNode #28,83,734.200,734.200,0,0,0,0.100,38,
EquipmentNode #28,84,734.300,734.300,2.000,0,0,0,39,
EquipmentNode #28,85,736.300,736.300,0,18.100,0,0,39,
EquipmentNode #28,86,754.400,754.400,0,0,3.000,0,39,
EquipmentNode #28,87,757.400,757.400,0,0,0,0.100,39,
EquipmentNode #28,88,757.500,757.500,2.000,0,0,0,40,
EquipmentNode #28,89,759.500,759.500,0,18.100,0,0,40,
EquipmentNode #28,90,777.600,777.600,0,0,3.000,0,40,
EquipmentNode #28,91,780.600,780.600,0,0,0,0.100,40,
EquipmentNode #28,92,780.700,780.700,2.000,0,0,0,41,
EquipmentNode #28,93,782.700,782.700,0,18.100,0,0,41,
EquipmentNode #28,94,800.800,800.800,0,0,3.000,0,41,
EquipmentNode #28,95,803.800,803.800,0,0,0,0.100,41,
EquipmentNode #28,96,803.900,803.900,2.000,0,0,0,42,
EquipmentNode #28,97,805.900,805.900,0,18.100,0,0,42,
EquipmentNode #28,98,824.000,824.000,0,0,3.000,0,42,
EquipmentNode #28,99,827.000,827.000,0,0,0,0.100,42,
EquipmentNode #28,100,827.100,827.100,2.000,0,0,0,43,
EquipmentNode #28,101,829.100,829.100,0,18.100,0,0,43,
EquipmentNode #28,102,847.200,847.200,0,0,2.600,0,43,
EquipmentNode #44,1,249.800,249.800,0,7.000,0,0,16,
EquipmentNode #44,2,256.800,256.800,0,0,3.000,0,16,
EquipmentNode #44,3,259.800,259.800,0,0,0,0.100,16,
EquipmentNode #44,4,259.900,259.900,2.000,0,0,0,17,
