node,seg,start,offset,process,wait,down,idle,workId,agvId
EquipmentNode #33,41,479.500,479.500,0,0,3.000,0,23,
EquipmentNode #33,42,482.500,482.500,0,0,0,0.100,23,
EquipmentNode #33,43,482.600,482.600,2.000,0,0,0,24,
EquipmentNode #33,44,484.600,484.600,0,18.100,0,0,24,
EquipmentNode #33,45,502.700,502.700,0,0,3.000,0,24,
EquipmentNode #33,46,505.700,505.700,0,0,0,0.100,24,
EquipmentNode #33,47,505.800,505.800,2.000,0,0,0,25,
EquipmentNode #33,48,507.800,507.800,0,18.100,0,0,25,
EquipmentNode #33,49,525.900,525.900,0,0,3.000,0,25,
EquipmentNode #33,50,528.900,528.900,0,0,0,0.100,25,
EquipmentNode #33,51,529.000,529.000,2.000,0,0,0,26,
EquipmentNode #33,52,531.000,531.000,0,18.100,0,0,26,
EquipmentNode #33,53,549.100,549.100,0,0,3.000,0,26,
EquipmentNode #33,54,552.100,552.100,0,0,0,0.100,26,
EquipmentNode #33,55,552.200,552.200,2.000,0,0,0,27,
EquipmentNode #33,56,554.200,554.200,0,18.100,0,0,27,
EquipmentNode #33,57,572.300,572.300,0,0,3.000,0,27,
EquipmentNode #33,58,575.300,575.300,0,0,0,0.100,27,
EquipmentNode #33,59,575.400,575.400,2.000,0,0,0,28,
EquipmentNode #33,60,577.400,577.400,0,18.100,0,0,28,
EquipmentNode #33,61,595.500,595.500,0,0,3.000,0,28,
EquipmentNode #33,62,598.500,598.500,0,0,0,0.100,28,
EquipmentNode #33,63,598.600,598.600,2.000,0,0,0,29,
EquipmentNode #33,64,600.600,600.600,0,18.100,0,0,29,
EquipmentNode #33,65,618.700,618.700,0,0,3.000,0,29,
EquipmentNode #33,66,621.700,621.700,0,0,0,0.100,29,
EquipmentNode #33,67,621.800,621.800,2.000,0,0,0,30,
EquipmentNode #33,68,623.800,623.800,0,18.100,0,0,30,
EquipmentNode #33,69,641.900,641.900,0,0,3.000,0,30,
EquipmentNode #33,70,644.900,644.900,0,0,0,0.100,30,
EquipmentNode #33,71,645.000,645.000,2.000,0,0,0,31,
EquipmentNode #33,72,647.000,647.000,0,18.100,0,0,31,
EquipmentNode #33,73,665.100,665.100,0,0,3.000,0,31,
EquipmentNode #33,74,668.100,668.100,0,0,0,0.100,31,
EquipmentNode #33,75,668.200,668.200,2.000,0,0,0,32,
EquipmentNode #33,76,670.200,670.200,0,18.100,0,0,32,
EquipmentNode #33,77,688.300,688.300,0,0,3.000,0,32,
EquipmentNode #33,78,691.300,691.300,0,0,0,0.100,32,
EquipmentNode #33,79,691.400,691.400,2.000,0,0,0,33,
EquipmentNode #33,80,693.400,693.400,0,18.100,0,0,33,
EquipmentNode #33,81,711.500,711.500,0,0,3.000,0,33,
EquipmentNode #33,82,714.500,714.500,0,0,0,0.100,33,
EquipmentNode #33,83,714.600,714.600,2.000,0,0,0,34,
EquipmentNode #33,84,716.600,716.600,0,18.100,0,0,34,
EquipmentNode #33,85,734.700,734.700,0,0,3.000,0,34,
EquipmentNode #33,86,737.700,737.700,0,0,0,0.100,34,
EquipmentNode #33,87,737.800,737.800,2.000,0,0,0,35,
EquipmentNode #33,88,739.800,739.800,0,18.100,0,0,35,
EquipmentNode #33,89,757.900,757.900,0,0,3.000,0,35,
EquipmentNode #33,90,760.900,760.900,0,0,0,0.100,35,
EquipmentNode #33,91,761.000,761.000,2.000,0,0,0,36,
EquipmentNode #33,92,763.000,763.000,0,18.100,0,0,36,
EquipmentNode #33,93,781.100,781.100,0,0,3.000,0,36,
EquipmentNode #33,94,784.100,784.100,0,0,0,0.100,36,
EquipmentNode #33,95,784.200,784.200,2.000,0,0,0,37,
EquipmentNode #33,96,786.200,786.200,0,18.100,0,0,37,
EquipmentNode #33,97,804.300,804.300,0,0,3.000,0,37,
EquipmentNode #33,98,807.300,807.300,0,0,0,0.100,37,
EquipmentNode #33,99,807.400,807.400,2.000,0,0,0,38,
EquipmentNode #33,100,809.400,809.400,0,18.100,0,0,38,
EquipmentNode #33,101,827.500,827.500,0,0,3.000,0,38,
EquipmentNode #33,102,830.500,830.500,0,0,0,0.100,38,
EquipmentNode #33,103,830.600,830.600,2.000,0,0,0,39,
EquipmentNode #33,104,832.600,832.600,0,17.200,0,0,39,
EquipmentNode #9,1,249.800,249.800,0.700,0,0,0,14,
EquipmentNode #9,2,250.500,250.500,0,18.100,0,0,14,
EquipmentNode #9,3,268.600,268.600,0,0,3.000,0,14,
EquipmentNode #9,4,271.600,271.600,0,0,0,0.100,14,
EquipmentNode #9,5,271.700,271.700,2.000,0,0,0,15,
EquipmentNode #9,6,273.700,273.700,0,18.100,0,0,15,
EquipmentNode #9,7,291.800,291.800,0,0,3.000,0,15,
EquipmentNode #9,8,294.800,294.800,0,0,0,0.100,15,
EquipmentNode #9,9,294.900,294.900,2.000,0,0,0,16,
EquipmentNode #9,10,296.900,296.900,0,18.100,0,0,16,
EquipmentNode #9,11,315.000,315.000,0,0,3.000,0,16,
EquipmentNode #9,12,318.000,318.000,0,0,0,0.100,16,
EquipmentNode #9,13,318.100,318.100,2.000,0,0,0,17,
EquipmentNode #9,14,320.100,320.100,0,18.100,0,0,17,
EquipmentNode #9,15,338.200,338.200,0,0,3.000,0,17,
EquipmentNode #9,16,341.200,341.200,0,0,0,0.100,17,
EquipmentNode #9,17,341.300,341.300,2.000,0,0,0,18,
EquipmentNode #9,18,343.300,343.300,0,18.100,0,0,18,
EquipmentNode #9,19,361.400,361.400,0,0,3.000,0,18,
EquipmentNode #9,20,364.400,364.400,0,0,0,0.100,18,
EquipmentNode #9,21,364.500,364.500,2.000,0,0,0,19,
EquipmentNode #9,22,366.500,366.500,0,18.100,0,0,19,
EquipmentNode #9,23,384.600,384.600,0,0,3.000,0,19,
EquipmentNode #9,24,387.600,387.600,0,0,0,0.100,19,
EquipmentNode #9,25,387.700,387.700,2.000,0,0,0,20,
EquipmentNode #9,26,389.700,389.700,0,18.100,0,0,20,
EquipmentNode #9,27,407.800,407.800,0,0,3.000,0,20,
EquipmentNode #9,28,410.800,410.800,0,0,0,0.100,20,
EquipmentNode #9,29,410.900,410.900,2.000,0,0,0,21,
EquipmentNode #9,30,412.900,412.900,0,18.100,0,0,21,
EquipmentNode #9,31,431.000,431.000,0,0,3.000,0,21,
EquipmentNode #9,32,434.000,434.000,0,0,0,0.100,21,
EquipmentNode #9,33,434.100,434.100,2.000,0,0,0,22,
EquipmentNode #9,34,436.100,436.100,0,18.100,0,0,22,
EquipmentNode #9,35,454.200,454.200,0,0,3.000,0,22,
EquipmentNode #9,36,457.200,457.200,0,0,0,0.100,22,
EquipmentNode #9,37,457.300,457.300,2.000,0,0,0,23,
EquipmentNode #9,38,459.300,459.300,0,18.100,0,0,23,
EquipmentNode #9,39,477.400,477.400,0,0,3.000,0,23,
EquipmentNode #9,40,480.400,480.400,0,0,0,0.100,23,
EquipmentNode #9,41,480.500,480.500,2.000,0,0,0,24,
EquipmentNode #9,42,482.500,482.500,0,18.100,0,0,24,
EquipmentNode #9,43,500.600,500.600,0,0,3.000,0,24,
EquipmentNode #9,44,503.600,503.600,0,0,0,0.100,24,
EquipmentNode #9,45,503.700,503.700,2.000,0,0,0,25,
EquipmentNode #9,46,505.700,505.700,0,18.100,0,0,25,
EquipmentNode #9,47,523.800,523.800,0,0,3.000,0,25,
EquipmentNode #9,48,526.800,526.800,0,0,0,0.100,25,
EquipmentNode #9,49,526.900,526.900,2.000,0,0,0,26,
EquipmentNode #9,50,528.900,528.900,0,18.100,0,0,26,
EquipmentNode #9,51,547.000,547.000,0,0,3.000,0,26,
EquipmentNode #9,52,550.000,550.000,0,0,0,0.100,26,
EquipmentNode #9,53,550.100,550.100,2.000,0,0,0,27,
EquipmentNode #9,54,552.100,552.100,0,18.100,0,0,27,
EquipmentNode #9,55,570.200,570.200,0,0,3.000,0,27,
EquipmentNode #9,56,573.200,573.200,0,0,0,0.100,27,
EquipmentNode #9,57,573.300,573.300,2.000,0,0,0,28,
EquipmentNode #9,58,575.300,575.300,0,18.100,0,0,28,
EquipmentNode #9,59,593.400,593.400,0,0,3.000,0,28,
EquipmentNode #9,60,596.400,596.400,0,0,0,0.100,28,
EquipmentNode #9,61,596.500,596.500,2.000,0,0,0,29,
EquipmentNode #9,62,598.500,598.500,0,18.100,0,0,29,
EquipmentNode #9,63,616.600,616.600,0,0,3.000,0,29,
EquipmentNode #9,64,619.600,619.600,0,0,0,0.100,29,
EquipmentNode #9,65,619.700,619.700,2.000,0,0,0,30,
EquipmentNode #9,66,621.700,621.700,0,18.100,0,0,30,
EquipmentNode #9,67,639.800,639.800,0,0,3.000,0,30,
EquipmentNode #9,68,642.800,642.800,0,0,0,0.100,30,
EquipmentNode #9,69,642.900,642.900,2.000,0,0,0,31,
EquipmentNode #9,70,644.900,644.900,0,18.100,0,0,31,
EquipmentNode #9,71,663.000,663.000,0,0,3.000,0,31,
EquipmentNode #9,72,666.000,666.000,0,0,0,0.100,31,
EquipmentNode #9,73,666.100,666.100,2.000,0,0,0,32,
EquipmentNode #9,74,668.100,668.100,0,18.100,0,0,32,
EquipmentNode #9,75,686.200,686.200,0,0,3.000,0,32,
EquipmentNode #9,76,689.200,689.200,0,0,0,0.100,32,
EquipmentNode #9,77,689.300,689.300,2.000,0,0,0,33,
EquipmentNode #9,78,691.300,691.300,0,18.100,0,0,33,
EquipmentNode #9,79,709.400,709.400,0,0,3.000,0,33,
EquipmentNode #9,80,712.400,712.400,0,0,0,0.100,33,
EquipmentNode #9,81,712.500,712.500,2.000,0,0,0,34,
EquipmentNode #9,82,714.500,714.500,0,18.100,0,0,34,
EquipmentNode #9,83,732.600,732.600,0,0,3.000,0,34,
EquipmentNode #9,84,735.600,735.600,0,0,0,0.100,34,
EquipmentNode #9,85,735.700,735.700,2.000,0,0,0,35,
EquipmentNode #9,86,737.700,737.700,0,18.100,0,0,35,
EquipmentNode #9,87,755.800,755.800,0,0,3.000,0,35,
EquipmentNode #9,88,758.800,758.800,0,0,0,0.100,35,
EquipmentNode #9,89,758.900,758.900,2.000,0,0,0,36,
EquipmentNode #9,90,760.900,760.900,0,18.100,0,0,36,
EquipmentNode #9,91,779.000,779.000,0,0,3.000,0,36,
EquipmentNode #9,92,782.000,782.000,0,0,0,0.100,36,
EquipmentNode #9,93,782.100,782.100,2.000,0,0,0,37,
EquipmentNode #9,94,784.100,784.100,0,18.100,0,0,37,
EquipmentNode #9,95,802.200,802.200,0,0,3.000,0,37,
EquipmentNode #9,96,805.200,805.200,0,0,0,0.100,37,
EquipmentNode #9,97,805.300,805.300,2.000,0,0,0,38,
EquipmentNode #9,98,807.300,807.300,0,18.100,0,0,38,
EquipmentNode #9,99,825.400,825.400,0,0,3.000,0,38,
EquipmentNode #9,100,828.400,828.400,0,0,0,0.100,38,
EquipmentNode #9,101,828.500,828.500,2.000,0,0,0,39,
EquipmentNode #9,102,830.500,830.500,0,18.100,0,0,39,
EquipmentNode #9,103,848.600,848.600,0,0,1.200,0,39,
EquipmentNode #35,1,249.800,249.800,0,17.800,0,0,13,
EquipmentNode #35,2,267.600,267.600,0,0,3.000,0,13,
EquipmentNode #35,3,270.600,270.600,0,0,0,0.100,13,
EquipmentNode #35,4,270.700,270.700,2.000,0,0,0,14,
EquipmentNode #35,5,272.700,272.700,0,18.100,0,0,14,
EquipmentNode #35,6,290.800,290.800,0,0,3.000,0,14,
EquipmentNode #35,7,293.800,293.800,0,0,0,0.100,14,
EquipmentNode #35,8,293.900,293.900,2.000,0,0,0,15,
EquipmentNode #35,9,295.900,295.900,0,18.100,0,0,15,
EquipmentNode #35,10,314.000,314.000,0,0,3.000,0,15,
EquipmentNode #35,11,317.000,317.000,0,0,0,0.100,15,
EquipmentNode #35,12,317.100,317.100,2.000,0,0,0,16,
EquipmentNode #35,13,319.100,319.100,0,18.100,0,0,16,
EquipmentNode #35,14,337.200,337.200,0,0,3.000,0,16,
EquipmentNode #35,15,340.200,340.200,0,0,0,0.100,16,
EquipmentNode #35,16,340.300,340.300,2.000,0,0,0,17,
EquipmentNode #35,17,342.300,342.300,0,18.100,0,0,17,
EquipmentNode #35,18,360.400,360.400,0,0,3.000,0,17,
EquipmentNode #35,19,363.400,363.400,0,0,0,0.100,17,
EquipmentNode #35,20,363.500,363.500,2.000,0,0,0,18,
EquipmentNode #35,21,365.500,365.500,0,18.100,0,0,18,
EquipmentNode #35,22,383.600,383.600,0,0,3.000,0,18,
EquipmentNode #35,23,386.600,386.600,0,0,0,0.100,18,
EquipmentNode #35,24,386.700,386.700,2.000,0,0,0,19,
EquipmentNode #35,25,388.700,388.700,0,18.100,0,0,19,
EquipmentNode #35,26,406.800,406.800,0,0,3.000,0,19,
EquipmentNode #35,27,409.800,409.800,0,0,0,0.100,19,
EquipmentNode #35,28,409.900,409.900,2.000,0,0,0,20,
EquipmentNode #35,29,411.900,411.900,0,18.100,0,0,20,
EquipmentNode #35,30,430.000,430.000,0,0,3.000,0,20,
EquipmentNode #35,31,433.000,433.000,0,0,0,0.100,20,
EquipmentNode #35,32,433.100,433.100,2.000,0,0,0,21,
EquipmentNode #35,33,435.100,435.100,0,18.100,0,0,21,
EquipmentNode #35,34,453.200,453.200,0,0,3.000,0,21,
EquipmentNode #35,35,456.200,456.200,0,0,0,0.100,21,
EquipmentNode #35,36,456.300,456.300,2.000,0,0,0,22,
EquipmentNode #35,37,458.300,458.300,0,18.100,0,0,22,
EquipmentNode #35,38,476.400,476.400,0,0,3.000,0,22,
EquipmentNode #35,39,479.400,479.400,0,0,0,0.100,22,
EquipmentNode #35,40,479.500,479.500,2.000,0,0,0,23,
EquipmentNode #35,41,481.500,481.500,0,18.100,0,0,23,
EquipmentNode #35,42,499.600,499.600,0,0,3.000,0,23,
EquipmentNode #35,43,502.600,502.600,0,0,0,0.100,23,
EquipmentNode #35,44,502.700,502.700,2.000,0,0,0,24,
EquipmentNode #35,45,504.700,504.700,0,18.100,0,0,24,
EquipmentNode #35,46,522.800,522.800,0,0,3.000,0,24,
EquipmentNode #35,47,525.800,525.800,0,0,0,0.100,24,
EquipmentNode #35,48,525.900,525.900,2.000,0,0,0,25,
EquipmentNode #35,49,527.900,527.900,0,18.100,0,0,25,
EquipmentNode #35,50,546.000,546.000,0,0,3.000,0,25,
EquipmentNode #35,51,549.000,549.000,0,0,0,0.100,25,
EquipmentNode #35,52,549.100,549.100,2.000,0,0,0,26,
EquipmentNode #35,53,551.100,551.100,0,18.100,0,0,26,
EquipmentNode #35,54,569.200,569.200,0,0,3.000,0,26,
EquipmentNode #35,55,572.200,572.200,0,0,0,0.100,26,
EquipmentNode #35,56,572.300,572.300,2.000,0,0,0,27,
EquipmentNode #35,57,574.300,574.300,0,18.100,0,0,27,
EquipmentNode #35,58,592.400,592.400,0,0,3.000,0,27,
EquipmentNode #35,59,595.400,595.400,0,0,0,0.100,27,
EquipmentNode #35,60,595.500,595.500,2.000,0,0,0,28,
EquipmentNode #35,61,597.500,597.500,0,18.100,0,0,28,
EquipmentNode #35,62,615.600,615.600,0,0,3.000,0,28,
EquipmentNode #35,63,618.600,618.600,0,0,0,0.100,28,
EquipmentNode #35,64,618.700,618.700,2.000,0,0,0,29,
EquipmentNode #35,65,620.700,620.700,0,18.100,0,0,29,
EquipmentNode #35,66,638.800,638.800,0,0,3.000,0,29,
EquipmentNode #35,67,641.800,641.800,0,0,0,0.100,29,
EquipmentNode #35,68,641.900,641.900,2.000,0,0,0,30,
EquipmentNode #35,69,643.900,643.900,0,18.100,0,0,30,
EquipmentNode #35,70,662.000,662.000,0,0,3.000,0,30,
EquipmentNode #35,71,665.000,665.000,0,0,0,0.100,30,
EquipmentNode #35,72,665.100,665.100,2.000,0,0,0,31,
EquipmentNode #35,73,667.100,667.100,0,18.100,0,0,31,
EquipmentNode #35,74,685.200,685.200,0,0,3.000,0,31,
EquipmentNode #35,75,688.200,688.200,0,0,0,0.100,31,
EquipmentNode #35,76,688.300,688.300,2.000,0,0,0,32,
EquipmentNode #35,77,690.300,690.300,0,18.100,0,0,32,
EquipmentNode #35,78,708.400,708.400,0,0,3.000,0,32,
EquipmentNode #35,79,711.400,711.400,0,0,0,0.100,32,
EquipmentNode #35,80,711.500,711.500,2.000,0,0,0,33,
EquipmentNode #35,81,713.500,713.500,0,18.100,0,0,33,
EquipmentNode #35,82,731.600,731.600,0,0,3.000,0,33,
EquipmentNode #35,83,734.600,734.600,0,0,0,0.100,33,
EquipmentNode #35,84,734.700,734.700,2.000,0,0,0,34,
EquipmentNode #35,85,736.700,736.700,0,18.100,0,0,34,
EquipmentNode #35,86,754.800,754.800,0,0,3.000,0,34,
EquipmentNode #35,87,757.800,757.800,0,0,0,0.100,34,
EquipmentNode #35,88,757.900,757.900,2.000,0,0,0,35,
EquipmentNode #35,89,759.900,759.900,0,18.100,0,0,35,
EquipmentNode #35,90,778.000,778.000,0,0,3.000,0,35,
EquipmentNode #35,91,781.000,781.000,0,0,0,0.100,35,
EquipmentNode #35,92,781.100,781.100,2.000,0,0,0,36,
EquipmentNode #35,93,783.100,783.100,0,18.100,0,0,36,
EquipmentNode #35,94,801.200,801.200,0,0,3.000,0,36,
EquipmentNode #35,95,804.200,804.200,0,0,0,0.100,36,
EquipmentNode #35,96,804.300,804.300,2.000,0,0,0,37,
EquipmentNode #35,97,806.300,806.300,0,18.100,0,0,37,
EquipmentNode #35,98,824.400,824.400,0,0,3.000,0,37,
EquipmentNode #35,99,827.400,827.400,0,0,0,0.100,37,
EquipmentNode #35,100,827.500,827.500,2.000,0,0,0,38,
EquipmentNode #35,101,829.500,829.500,0,18.100,0,0,38,
EquipmentNode #35,102,847.600,847.600,0,0,2.200,0,38,
EquipmentNode #10,1,249.800,249.800,0,15.700,0,0,13,
EquipmentNode #10,2,265.500,265.500,0,0,3.000,0,13,
EquipmentNode #10,3,268.500,268.500,0,0,0,0.100,13,
EquipmentNode #10,4,268.600,268.600,2.000,0,0,0,14,
EquipmentNode #10,5,270.600,270.600,0,18.100,0,0,14,
EquipmentNode #10,6,288.700,288.700,0,0,3.000,0,14,
EquipmentNode #10,7,291.700,291.700,0,0,0,0.100,14,
EquipmentNode #10,8,291.800,291.800,2.000,0,0,0,15,
EquipmentNode #10,9,293.800,293.800,0,18.100,0,0,15,
EquipmentNode #10,10,311.900,311.900,0,0,3.000,0,15,
EquipmentNode #10,11,314.900,314.900,0,0,0,0.100,15,
EquipmentNode #10,12,315.000,315.000,2.000,0,0,0,16,
EquipmentNode #10,13,317.000,317.000,0,18.100,0,0,16,
EquipmentNode #10,14,335.100,335.100,0,0,3.000,0,16,
EquipmentNode #10,15,338.100,338.100,0,0,0,0.100,16,
EquipmentNode #10,16,338.200,338.200,2.000,0,0,0,17,
EquipmentNode #10,17,340.200,340.200,0,18.100,0,0,17,
EquipmentNode #10,18,358.300,358.300,0,0,3.000,0,17,
EquipmentNode #10,19,361.300,361.300,0,0,0,0.100,17,
EquipmentNode #10,20,361.400,361.400,2.000,0,0,0,18,
EquipmentNode #10,21,363.400,363.400,0,18.100,0,0,18,
EquipmentNode #10,22,381.500,381.500,0,0,3.000,0,18,
EquipmentNode #10,23,384.500,384.500,0,0,0,0.100,18,
EquipmentNode #10,24,384.600,384.600,2.000,0,0,0,19,
EquipmentNode #10,25,386.600,386.600,0,18.100,0,0,19,
EquipmentNode #10,26,404.700,404.700,0,0,3.000,0,19,
EquipmentNode #10,27,407.700,407.700,0,0,0,0.100,19,
EquipmentNode #10,28,407.800,407.800,2.000,0,0,0,20,
EquipmentNode #10,29,409.800,409.800,0,18.100,0,0,20,
EquipmentNode #10,30,427.900,427.900,0,0,3.000,0,20,
EquipmentNode #10,31,430.900,430.900,0,0,0,0.100,20,
EquipmentNode #10,32,431.000,431.000,2.000,0,0,0,21,
EquipmentNode #10,33,433.000,433.000,0,18.100,0,0,21,
EquipmentNode #10,34,451.100,451.100,0,0,3.000,0,21,
EquipmentNode #10,35,454.100,454.100,0,0,0,0.100,21,
EquipmentNode #10,36,454.200,454.200,2.000,0,0,0,22,
EquipmentNode #10,37,456.200,456.200,0,18.100,0,0,22,
EquipmentNode #10,38,474.300,474.300,0,0,3.000,0,22,
EquipmentNode #10,39,477.300,477.300,0,0,0,0.100,22,
EquipmentNode #10,40,477.400,477.400,2.000,0,0,0,23,
EquipmentNode #10,41,479.400,479.400,0,18.100,0,0,23,
EquipmentNode #10,42,497.500,497.500,0,0,3.000,0,23,
EquipmentNode #10,43,500.500,500.500,0,0,0,0.100,23,
EquipmentNode #10,44,500.600,500.600,2.000,0,0,0,24,
EquipmentNode #10,45,502.600,502.600,0,18.100,0,0,24,
EquipmentNode #10,46,520.700,520.700,0,0,3.000,0,24,
EquipmentNode #10,47,523.700,523.700,0,0,0,0.100,24,
EquipmentNode #10,48,523.800,523.800,2.000,0,0,0,25,
EquipmentNode #10,49,525.800,525.800,0,18.100,0,0,25,
EquipmentNode #10,50,543.900,543.900,0,0,3.000,0,25,
EquipmentNode #10,51,546.900,546.900,0,0,0,0.100,25,
EquipmentNode #10,52,547.000,547.000,2.000,0,0,0,26,
EquipmentNode #10,53,549.000,549.000,0,18.100,0,0,26,
EquipmentNode #10,54,567.100,567.100,0,0,3.000,0,26,
EquipmentNode #10,55,570.100,570.100,0,0,0,0.100,26,
EquipmentNode #10,56,570.200,570.200,2.000,0,0,0,27,
EquipmentNode #10,57,572.200,572.200,0,18.100,0,0,27,
EquipmentNode #10,58,590.300,590.300,0,0,3.000,0,27,
EquipmentNode #10,59,593.300,593.300,0,0,0,0.100,27,
EquipmentNode #10,60,593.400,593.400,2.000,0,0,0,28,
EquipmentNode #10,61,595.400,595.400,0,18.100,0,0,28,
EquipmentNode #10,62,613.500,613.500,0,0,3.000,0,28,
EquipmentNode #10,63,616.500,616.500,0,0,0,0.100,28,
EquipmentNode #10,64,616.600,616.600,2.000,0,0,0,29,
EquipmentNode #10,65,618.600,618.600,0,18.100,0,0,29,
EquipmentNode #10,66,636.700,636.700,0,0,3.000,0,29,
EquipmentNode #10,67,639.700,639.700,0,0,0,0.100,29,
EquipmentNode #10,68,639.800,639.800,2.000,0,0,0,30,
EquipmentNode #10,69,641.800,641.800,0,18.100,0,0,30,
EquipmentNode #10,70,659.900,659.900,0,0,3.000,0,30,
EquipmentNode #10,71,662.900,662.900,0,0,0,0.100,30,
EquipmentNode #10,72,663.000,663.000,2.000,0,0,0,31,
EquipmentNode #10,73,665.000,665.000,0,18.100,0,0,31,
EquipmentNode #10,74,683.100,683.100,0,0,3.000,0,31,
EquipmentNode #10,75,686.100,686.100,0,0,0,0.100,31,
EquipmentNode #10,76,686.200,686.200,2.000,0,0,0,32,
EquipmentNode #10,77,688.200,688.200,0,18.100,0,0,32,
EquipmentNode #10,78,706.300,706.300,0,0,3.000,0,32,
EquipmentNode #10,79,709.300,709.300,0,0,0,0.100,32,
EquipmentNode #10,80,709.400,709.400,2.000,0,0,0,33,
EquipmentNode #10,81,711.400,711.400,0,18.100,0,0,33,
EquipmentNode #10,82,729.500,729.500,0,0,3.000,0,33,
EquipmentNode #10,83,732.500,732.500,0,0,0,0.100,33,
EquipmentNode #10,84,732.600,732.600,2.000,0,0,0,34,
EquipmentNode #10,85,734.600,734.600,0,18.100,0,0,34,
EquipmentNode #10,86,752.700,752.700,0,0,3.000,0,34,
EquipmentNode #10,87,755.700,755.700,0,0,0,0.100,34,
EquipmentNode #10,88,755.800,755.800,2.000,0,0,0,35,
EquipmentNode #10,89,757.800,757.800,0,18.100,0,0,35,
EquipmentNode #10,90,775.900,775.900,0,0,3.000,0,35,
EquipmentNode #10,91,778.900,778.900,0,0,0,0.100,35,
EquipmentNode #10,92,779.000,779.000,2.000,0,0,0,36,
EquipmentNode #10,93,781.000,781.000,0,18.100,0,0,36,
EquipmentNode #10,94,799.100,799.100,0,0,3.000,0,36,
EquipmentNode #10,95,802.100,802.100,0,0,0,0.100,36,
EquipmentNode #10,96,802.200,802.200,2.000,0,0,0,37,
EquipmentNode #10,97,804.200,804.200,0,18.100,0,0,37,
EquipmentNode #10,98,822.300,822.300,0,0,3.000,0,37,
EquipmentNode #10,99,825.300,825.300,0,0,0,0.100,37,
EquipmentNode #10,100,825.400,825.400,2.000,0,0,0,38,
EquipmentNode #10,101,827.400,827.400,0,18.100,0,0,38,
EquipmentNode #10,102,845.500,845.500,0,0,3.000,0,38,
EquipmentNode #10,103,848.500,848.500,0,0,0,0.100,38,
EquipmentNode #10,104,848.600,848.600,1.200,0,0,0,39,
Merge2 #36,1,249.800,249.800,0,12.600,0,0,12,
Merge2 #36,2,262.400,262.400,0,0,3.000,0,12,
Merge2 #36,3,265.400,265.400,0,0,0,0.100,,
Merge2 #36,4,265.500,265.500,2.000,0,0,0,13,
Merge2 #36,5,267.500,267.500,0,0,0,0.100,13,
Merge2 #36,6,267.600,267.600,2.000,0,0,0,13,
Merge2 #36,7,269.600,269.600,0,16.000,0,0,13,
Merge2 #36,8,285.600,285.600,0,0,3.000,0,13,
Merge2 #36,9,288.600,288.600,0,0,0,0.100,,
Merge2 #36,10,288.700,288.700,2.000,0,0,0,14,
Merge2 #36,11,290.700,290.700,0,0,0,0.100,14,
Merge2 #36,12,290.800,290.800,2.000,0,0,0,14,
Merge2 #36,13,292.800,292.800,0,16.000,0,0,14,
Merge2 #36,14,308.800,308.800,0,0,3.000,0,14,
Merge2 #36,15,311.800,311.800,0,0,0,0.100,,
Merge2 #36,16,311.900,311.900,2.000,0,0,0,15,
Merge2 #36,17,313.900,313.900,0,0,0,0.100,15,
Merge2 #36,18,314.000,314.000,2.000,0,0,0,15,
Merge2 #36,19,316.000,316.000,0,16.000,0,0,15,
Merge2 #36,20,332.000,332.000,0,0,3.000,0,15,
Merge2 #36,21,335.000,335.000,0,0,0,0.100,,
Merge2 #36,22,335.100,335.100,2.000,0,0,0,16,
Merge2 #36,23,337.100,337.100,0,0,0,0.100,16,
Merge2 #36,24,337.200,337.200,2.000,0,0,0,16,
Merge2 #36,25,339.200,339.200,0,16.000,0,0,16,
Merge2 #36,26,355.200,355.200,0,0,3.000,0,16,
Merge2 #36,27,358.200,358.200,0,0,0,0.100,,
Merge2 #36,28,358.300,358.300,2.000,0,0,0,17,
Merge2 #36,29,360.300,360.300,0,0,0,0.100,17,
Merge2 #36,30,360.400,360.400,2.000,0,0,0,17,
Merge2 #36,31,362.400,362.400,0,16.000,0,0,17,
Merge2 #36,32,378.400,378.400,0,0,3.000,0,17,
Merge2 #36,33,381.400,381.400,0,0,0,0.100,,
Merge2 #36,34,381.500,381.500,2.000,0,0,0,18,
Merge2 #36,35,383.500,383.500,0,0,0,0.100,18,
Merge2 #36,36,383.600,383.600,2.000,0,0,0,18,
Merge2 #36,37,385.600,385.600,0,16.000,0,0,18,
Merge2 #36,38,401.600,401.600,0,0,3.000,0,18,
Merge2 #36,39,404.600,404.600,0,0,0,0.100,,
Merge2 #36,40,404.700,404.700,2.000,0,0,0,19,
Merge2 #36,41,406.700,406.700,0,0,0,0.100,19,
Merge2 #36,42,406.800,406.800,2.000,0,0,0,19,
Merge2 #36,43,408.800,408.800,0,16.000,0,0,19,
Merge2 #36,44,424.800,424.800,0,0,3.000,0,19,
Merge2 #36,45,427.800,427.800,0,0,0,0.100,,
Merge2 #36,46,427.900,427.900,2.000,0,0,0,20,
Merge2 #36,47,429.900,429.900,0,0,0,0.100,20,
Merge2 #36,48,430.000,430.000,2.000,0,0,0,20,
Merge2 #36,49,432.000,432.000,0,16.000,0,0,20,
Merge2 #36,50,448.000,448.000,0,0,3.000,0,20,
Merge2 #36,51,451.000,451.000,0,0,0,0.100,,
Merge2 #36,52,451.100,451.100,2.000,0,0,0,21,
Merge2 #36,53,453.100,453.100,0,0,0,0.100,21,
